MOVIES,YEAR,GENRE,RATING,ONE-LINE,VOTES,RunTime,Gross,GENRE_LIST,Director,Actors
Rocco,2016,Documentary,5.7,"
A behind-the-scene account of the porn world and its stars as they've never been seen before - and the no-holds-barred portrait of a true giant.",3700,105,,['Documentary'],,"Directors:
Thierry Demaizière, 
Alban Teurlai
| 
    
Rocco Siffredi, 
Anikka Albrite, 
Veronica Avluv, 
Eva Berger"
Duck Butter,2018,"Comedy, Drama, Romance",5.3,"
Two women, who are dissatisfied with the dishonesty they see in dating and relationships, decide to make a pact to spend 24 hours together hoping to find a new way to create intimacy.",3531,93,0.01,"['Comedy', 'Drama', 'Romance']",Miguel Arteta,"Alia Shawkat, 
Drew Langer, 
Marc Maron, 
Mark Duplass"
Liu lang di qiu,2019,"Action, Adventure, Sci-Fi",6.0,"
As the sun is dying out, people all around the world build giant planet thrusters to move Earth out of its orbit and sail Earth to a new star system. Yet the 2500-year journey comes with unexpected dangers, and in order to save humanity, a group of young people in this age of a wandering Earth fight hard for the survival of humankind.",28264,125,5.88,"['Action', 'Adventure', 'Sci-Fi']",Frant Gwo,"Jing Wu, 
Chuxiao Qu, 
Guangjie Li, 
Man-Tat Ng"
Philomena,2013,"Biography, Comedy, Drama",7.6,"
A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",96244,98,37.71,"['Biography', 'Comedy', 'Drama']",Stephen Frears,"Judi Dench, 
Steve Coogan, 
Sophie Kennedy Clark, 
Mare Winningham"
Brain on Fire,2016,"Biography, Drama",6.6,"
A young, capable professional cannot explain her newly erratic behavior.",19354,88,,"['Biography', 'Drama']",Gerard Barrett,"Chloë Grace Moretz, 
Thomas Mann, 
Richard Armitage, 
Carrie-Anne Moss"
Vexed,2010,"Comedy, Crime, Mystery",7.3,"
Two Detectives Jack and Georgina who share chemistry but have complicated personal lives.",3263,60,,"['Comedy', 'Crime', 'Mystery']",,"Toby Stephens, 
Ronny Jhutti, 
Roger Griffiths, 
Miranda Raison"
Wanderlust,2018,Drama,7.1,"
A therapist tries to save her marriage after a cycling accident causes them to reassess their relationship.",4825,60,,['Drama'],,"Toni Collette, 
Steven Mackintosh, 
Joe Hurst, 
Emma D'Arcy"
Secret Magic Control Agency,2021,"Animation, Adventure, Comedy",6.2,"
The Secret Magic Control Agency sends its two best agents, Hansel and Gretel, to fight against the witch of the Gingerbread House.",2848,103,,"['Animation', 'Adventure', 'Comedy']",Aleksey Tsitsilin,"Nicholas Corda, 
Sylvana Joyce, 
Alyson Leigh Rosenfeld, 
Courtney Shaw"
T-34,2018,"Action, War",6.7,"
In 1944, a courageous group of Russian soldiers managed to escape from stupid Germans in a half-destroyed T-34 tank. Those were the times of good luck, fierce fighting, unbreakable love and sex, legendary miracles and happy ending.",10546,139,,"['Action', 'War']",Aleksey Sidorov,"Alexander Petrov, 
Irina Starshenbaum, 
Viktor Dobronravov, 
Vinzenz Kiefer"
Queer Eye,2018,Reality-TV,8.5,"
A new Fab Five set out to Atlanta to help some of the city's people refine their wardrobes, grooming, diet, cultural pursuits, and home décor.",16094,45,,['Reality-TV'],,"Bobby Berk, 
Karamo Brown, 
Tan France, 
Antoni Porowski"
Republic of Doyle,2010,"Comedy, Crime, Drama",7.4,"
Jake Doyle and his father Malachy run a private investigations agency in St. John's, Newfoundland. Their cases involve them in all sorts of dealings - not all of them on the right side of the law.",3553,60,,"['Comedy', 'Crime', 'Drama']",,"Allan Hawco, 
Krystin Pellerin, 
Mark O'Brien, 
Marthe Bernard"
Naui Ajusshi,2018,"Drama, Family",9.1,"
A man in his 40's withstands the weight of life. A woman in her 20's goes through different experiences, but also withstands the weight of her life. The man and woman get together to help each other.",3944,70,,"['Drama', 'Family']",,"Sun-kyun Lee, 
Ji-eun Lee, 
Ji-Ah Lee, 
Park Ho-San"
Alvin and the Chipmunks: The Squeakquel,2009,"Animation, Adventure, Comedy",4.5,"
The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.",45491,88,219.61,"['Animation', 'Adventure', 'Comedy']",Betty Thomas,"Jason Lee, 
Zachary Levi, 
David Cross, 
Justin Long"
Glow Up: Britain's Next Make-Up Star,2019,Reality-TV,6.8,"
A talented group of aspiring make-up artists attempt to prove their potential to industry professionals in this competition hosted first by Stacey Dooley then by Maya Jama.",1440,60,,['Reality-TV'],,"Dominic C. Skinner, 
Val Garland, 
Maya Jama, 
Stacey Dooley"
La nuée,2020,"Drama, Fantasy, Horror",6.5,"
To save her farm from bankruptcy, a single mother begins a business of breeding edible grasshoppers. Soon she develops a strange, obsessive relationship with them.",338,101,,"['Drama', 'Fantasy', 'Horror']",Just Philippot,"Suliane Brahim, 
Sofian Khammes, 
Marie Narbonne, 
Raphael Romand"
The Bletchley Circle,2012,"Crime, Drama, Mystery",7.9,"
In 1952, four women who worked at the wartime code-breaking centre, Bletchley Park, reunite to track down a serial killer.",11331,45,,"['Crime', 'Drama', 'Mystery']",,"Rachael Stirling, 
Julie Graham, 
Sophie Rundle, 
Anna Maxwell Martin"
The Windsors,2016,Comedy,7.1,"
Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.",2383,30,,['Comedy'],,"Celeste Dring, 
Louise Ford, 
Hugh Skinner, 
Ellie White"
Alguien tiene que morir,2020,"Crime, Drama, Thriller",6.3,"
The story begins with a young boy being asked by his parents to return to Spain to meet his fiance. He returns accompanied by Lazaro, a mysterious ballet dancer.",3959,149,,"['Crime', 'Drama', 'Thriller']",,"Cecilia Suárez, 
Ernesto Alterio, 
Alejandro Speitzer, 
Isaac Hernández"
In the Name of the King: A Dungeon Siege Tale,2007,"Action, Adventure, Fantasy",3.8,"
A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son, two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.",46327,127,4.54,"['Action', 'Adventure', 'Fantasy']",Uwe Boll,"Jason Statham, 
Ron Perlman, 
Ray Liotta, 
Leelee Sobieski"
Dancing Queens,2021,"Comedy, Drama",5.5,"
The story of Dylan Pettersson, a 23 year old girl from a small island in the Swedish archipelago with big dancing aspirations.",1156,110,,"['Comedy', 'Drama']",Helena Bergström,"Molly Nutley, 
Fredrik Quinones, 
Rakel Wärmländer, 
Christopher Wollter"
The Little Mermaid,2018,"Adventure, Drama, Fantasy",4.3,"
A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.",8546,85,7.15,"['Adventure', 'Drama', 'Fantasy']",,"Directors:
Blake Harris, 
Chris Bouchard
| 
    
William Moseley, 
Poppy Drayton, 
Loreto Peralta, 
Armando Gutierrez"
The Spectacular Spider-Man,2008,"Animation, Action, Adventure",8.2,"
An animated television show that focuses on a sixteen-year-old Peter Parker, and the origins of Spider-Man.",11421,23,,"['Animation', 'Action', 'Adventure']",,"Josh Keaton, 
Lacey Chabert, 
Joshua LeBar, 
Grey Griffin"
The Lost Pirate Kingdom,2021,"Documentary, Adventure, Drama",6.6,"
The real-life pirates of the Caribbean violently plunder, stealing and form a surprisingly egalitarian republic in this documentary series.",2134,60,,"['Documentary', 'Adventure', 'Drama']",,"Derek Jacobi, 
James Oliver Wheatley, 
Sam Callis, 
Tom Padley"
Joahamyeon Ullineun,2019,"Comedy, Drama, Romance",7.1,"
In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities.",3786,50,,"['Comedy', 'Drama', 'Romance']",,"Kim So-Hyun, 
Song Kang, 
Ga-ram Jung, 
Go Min-Si"
Sniper: Ghost Shooter,,"Action, Drama, Thriller",5.4,"
Snipers ordered to protect a gas pipeline from terrorists suspect a security breach when they're targeted by a ghost shooter who knows their location.",3512,99,,"['Action', 'Drama', 'Thriller']",Don Michael Paul,"Chad Michael Collins, 
Billy Zane, 
Dennis Haysbert, 
Nick Gomez"
Jinsimi Dadda,2019,"Comedy, Romance",7.7,"
A romance between a lawyer and a top actress, whose life goes downhill after becoming caught up in a scandal with a third generation chaebol. She fakes her position to become the lawyer's ...                See full summary »
",1942,60,,"['Comedy', 'Romance']",,"Lee Dong-Wook, 
Sang-woo Lee, 
Sung Yoon Son, 
Oh Jeong-Se"
Miss Bala,2019,"Action, Crime, Drama",5.8,"
Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength. Based on the Spanish-language film.",10048,104,15.01,"['Action', 'Crime', 'Drama']",Catherine Hardwicke,"Gina Rodriguez, 
Thomas Dekker, 
Vivian Chan, 
Barbarella Pardo"
John Dies at the End,2012,"Comedy, Fantasy, Horror",6.4,"
A new street drug that sends its users across time and dimensions has one drawback: some people return no longer human. Can two college drop-outs save humanity from this silent, otherworldly invasion?",37007,99,0.14,"['Comedy', 'Fantasy', 'Horror']",Don Coscarelli,"Chase Williamson, 
Rob Mayes, 
Paul Giamatti, 
Clancy Brown"
Kengan Ashura,2019,"Animation, Action",8.0,"
A timid old man is summoned by his chairman to become the manager of Tokita Ohma, a highly skilled gladiator who only cares about fighting and winning in the Kengan matches.",3836,24,,"['Animation', 'Action']",,"Kaiji Tang, 
Michael C. Pizzuto, 
Keith Silverstein, 
Erika Harlacher"
Passing,,Drama,7.0,"
""Passing"" follows the unexpected reunion of two high school friends, whose renewed acquaintance ignites a mutual obsession that threatens both of their carefully constructed realities.",200,98,,['Drama'],Rebecca Hall,"Tessa Thompson, 
Ruth Negga, 
André Holland, 
Bill Camp"
Fire with Fire,,"Action, Thriller",5.6,"
A fireman takes an unexpected course of action when a man whom he's been ordered to testify against, after being held up at a local convenience store, threatens him.",25743,97,,"['Action', 'Thriller']",David Barrett,"Josh Duhamel, 
Bruce Willis, 
Rosario Dawson, 
Vincent D'Onofrio"
Ki Hwanghoo,2013,"Action, Drama, History",8.5,"
A Korea-born warrior girl had to be a servant at the Mongol Yuan court but somehow overcame her low status to become an empress in another land.",2072,60,,"['Action', 'Drama', 'History']",,"Ha Ji-Won, 
Hye-Rin Han, 
Ju Jin-Mo, 
Ji Chang-Wook"
No Good Nick,2019,"Comedy, Family",6.0,"
A family's lives are turned upside-down when a street-smart young grifter shows up on their doorstep claiming to be a distant relative.",2486,30,,"['Comedy', 'Family']",,"Siena Agudong, 
Lauren Lindsey Donzis, 
Kalama Epstein, 
Sean Astin"
Desperados,2020,"Comedy, Romance",5.2,"
A panicked young woman, with her reluctant friends in tow, rushes to Mexico to try and delete a ranting email she sent to her new boyfriend.",9291,105,,"['Comedy', 'Romance']",LP,"Nasim Pedrad, 
Anna Camp, 
Lamorne Morris, 
Sarah Burns"
My Amanda,2021,"Drama, Romance",5.7,"
Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.",214,89,,"['Drama', 'Romance']",Alessandra de Rossi,"Alessandra de Rossi, 
Piolo Pascual"
The Week Of,2018,Comedy,5.2,"
Two fathers with opposing personalities come together to celebrate the wedding of their children. They are forced to spend the longest week of their lives together, and the big day cannot come soon enough.",20005,116,,['Comedy'],Robert Smigel,"Adam Sandler, 
Chris Rock, 
Steve Buscemi, 
Rachel Dratch"
Scarface,1932,"Action, Crime, Drama",7.8,"
An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",26365,93,,"['Action', 'Crime', 'Drama']",,"Directors:
Howard Hawks, 
Richard Rosson
| 
    
Paul Muni, 
Ann Dvorak, 
Karen Morley, 
Osgood Perkins"
Jugar con Fuego,2019,Drama,5.9,"
Three prosperous women, including a mother and her daughter, fall for a seductive man in Colombia's Coffee Triangle.",768,60,,['Drama'],,"Jason Day, 
Margarita Rosa de Francisco, 
Carlos Ponce, 
Laura Perico"
The Gabby Douglas Story,,"Biography, Drama, Sport",7.0,"
The story of the international gymnastics phenomenon who overcame overwhelming odds to become the first African American ever to be named Individual All-Around Champion in artistic gymnastics at the Olympic Games.",1704,86,,"['Biography', 'Drama', 'Sport']",Gregg Champion,"Regina King, 
Imani Hakim, 
Sydney Mikayla, 
Brian Tee"
Kate,2021,"Action, Adventure, Crime",7.1,"
A female assassin has 24 hours to get vengeance on her murderer before she dies.",,106,,"['Action', 'Adventure', 'Crime']",Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, 
Woody Harrelson, 
Michiel Huisman, 
Tadanobu Asano"
Ibiza,2018,"Comedy, Romance",5.2,"
A young American woman and her two best friends seek out a hot DJ in Spain.",16358,94,,"['Comedy', 'Romance']",Alex Richanbach,"Gwen Elizabeth Duchon, 
Gillian Jacobs, 
Michaela Watkins, 
Phoebe Robinson"
Boss,2011,"Crime, Drama",8.1,"
Mayor Tom Kane, diagnosed with a dementia disorder, struggles to keep his grip on power in Chicago.",17281,56,,"['Crime', 'Drama']",,"Kelsey Grammer, 
Connie Nielsen, 
Hannah Ware, 
Jeff Hephner"
Message from the King,2016,"Action, Crime, Drama",6.4,"
A mysterious outsider from South Africa, named Jacob King, arrives in Los Angeles to look for his missing younger sister.",15158,102,,"['Action', 'Crime', 'Drama']",Fabrice du Welz,"Chadwick Boseman, 
Luke Evans, 
Alfred Molina, 
Teresa Palmer"
The Prince,,"Action, Thriller",4.6,"
When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival.",17952,93,,"['Action', 'Thriller']",Brian A. Miller,"Jason Patric, 
Bruce Willis, 
John Cusack, 
Jessica Lowndes"
Day of the Dead: Bloodline,2017,"Action, Drama, Horror",3.4,"
A small group of military personnel and survivalists dwell in an underground bunker as they seek to find a cure in a world overrun by zombies.",10173,90,,"['Action', 'Drama', 'Horror']",Hèctor Hernández Vicens,"Sophie Skelton, 
Johnathon Schaech, 
Jeff Gum, 
Marcus Vanco"
Kingdom,2012,"Animation, Action, Drama",8.1,"
In ancient China, a young boy dreams of becoming the greatest general of the Qin Kingdom.",900,60,,"['Animation', 'Action', 'Drama']",,"Adam Fedyk, 
Masakazu Morita, 
Jun Fukuyama, 
Akio Kato"
The Kindergarten Teacher,2018,"Drama, Thriller",6.7,"
A kindergarten teacher in New York becomes obsessed with one of her students whom she believes is a child prodigy.",13946,96,,"['Drama', 'Thriller']",Sara Colangelo,"Maggie Gyllenhaal, 
Gael García Bernal, 
Ato Blankson-Wood, 
Libya Pugh"
Father of the Year,2018,Comedy,5.2,"
Before NYC, college valedictorian Ben visits his trailer park loser dad. Same evening Ben argues with Larry about whose dad can kick the other dad's ass. Loser dad hears of this and tries to beat up doormat dad and chaos follows.",10647,94,,['Comedy'],Tyler Spindel,"David Spade, 
Nat Faxon, 
Joey Bragg, 
Matt Shively"
W - Du gaeui segye,2016,"Drama, Fantasy, Romance",8.1,"
A love story between a couple in their early thirties. They belong to the same era but alternate realities.",7644,60,,"['Drama', 'Fantasy', 'Romance']",,"Han Hyo-joo, 
Lee Jong-Suk, 
Jeong Eu-Gene, 
Eui-sung Kim"
Final Girl,2015,"Horror, Thriller",4.7,"
A man teaches a young woman how to become a complete weapon. Later she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.",15269,84,,"['Horror', 'Thriller']",Tyler Shields,"Abigail Breslin, 
Wes Bentley, 
Logan Huffman, 
Alexander Ludwig"
Spooks: The Greater Good,2015,"Action, Drama, Thriller",6.2,"
When a terrorist escapes custody during a routine handover, Will Holloway must team with disgraced MI5 Intelligence Chief Harry Pearce to track him down before an imminent terrorist attack on London.",21963,104,,"['Action', 'Drama', 'Thriller']",Bharat Nalluri,"Kit Harington, 
Peter Firth, 
Jennifer Ehle, 
Michael Wildman"
El caso Wanninkhof-Carabantes,2021,"Documentary, Crime, History",6.5,"
In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth.",1357,88,,"['Documentary', 'Crime', 'History']",Tània Balló,
